,price
2008-07-31,84.10916259465571
2008-08-01,84.83009102881809
2008-08-04,85.02982127248092
2008-08-05,85.77519410055221
2008-08-06,86.20423821588045
2008-08-07,87.21822874397274
2008-08-08,87.48783226528099
2008-08-11,87.22499007165528
2008-08-12,87.53305184231417
2008-08-13,85.17237344801183
2008-08-14,85.5111894916507
2008-08-15,82.64258961335372
2008-08-18,81.33627829163052
2008-08-19,81.7130025418766
2008-08-20,82.11145647755068
2008-08-21,81.24309335189359
2008-08-22,80.72669094552505
2008-08-25,81.80773843377426
2008-08-26,81.46311724820413
2008-08-27,83.237349229031
2008-08-28,83.26515861352587
2008-08-29,83.61625673482168
2008-09-01,84.93346364198305
2008-09-02,85.06863844001904
2008-09-03,84.29641722992487
2008-09-04,84.23872391005962
2008-09-05,84.24004585440187
2008-09-08,83.18998751449314
2008-09-09,83.01836056012186
2008-09-10,82.4672233233351
2008-09-11,83.21998003947142
2008-09-12,83.27652508165471
2008-09-15,83.08354863742505
2008-09-16,83.0294670257741
2008-09-17,83.23401152312054
2008-09-18,83.75003474137488
2008-09-19,82.99184711363677
2008-09-22,82.20798841041608
2008-09-23,83.09985025927868
2008-09-24,82.80586276707994
2008-09-25,81.73343411258611
2008-09-26,82.10582523613277
2008-09-29,82.49515650044913
2008-09-30,81.33918375344761
2008-10-01,81.54446435345345
2008-10-02,82.14214612218437
2008-10-03,82.46228504028826
2008-10-06,82.98541620957074
2008-10-07,81.92039399908418
2008-10-08,82.20599150998024
2008-10-09,82.00013416435372
2008-10-10,81.65565922198194
2008-10-13,82.35912743657207
2008-10-14,83.54783151866825
2008-10-15,85.00641177149264
2008-10-16,86.09941658525688
2008-10-17,86.040483802932
2008-10-20,86.35813434538
2008-10-21,87.0167805370867
2008-10-22,87.14716020771135
2008-10-23,87.28564133089453
2008-10-24,87.99868685801246
2008-10-27,87.98038628287502
2008-10-28,87.40696540646744
2008-10-29,87.09598230429816
2008-10-30,87.65010663707068
2008-10-31,87.68346090956264
2008-11-03,87.99677438833261
2008-11-04,88.58690037299786
2008-11-05,88.30478169715953
2008-11-06,88.96938439629577
2008-11-07,89.31989252102518
2008-11-10,88.31487200159305
2008-11-11,89.55824547714766
2008-11-12,89.16689073000606
2008-11-13,87.81416253090985
2008-11-14,86.9819164150278
2008-11-17,86.17709752378784
2008-11-18,86.2499629590014
2008-11-19,86.05736983397688
2008-11-20,85.81412195935143
2008-11-21,86.34849714902646
2008-11-24,86.65676649697161
2008-11-25,86.94655828334486
2008-11-26,87.3146581953594
2008-11-27,87.85541594837036
2008-11-28,86.15313552100484
2008-12-01,85.88720993780018
2008-12-02,84.16558066341665
2008-12-03,84.22392061999179
2008-12-04,84.24989970971347
2008-12-05,85.11633031504418
2008-12-08,86.10721324818425
2008-12-09,86.30274559569365
2008-12-10,85.92592835281621
2008-12-11,86.35115247388141
2008-12-12,85.95174041630207
2008-12-15,85.98088499220704
2008-12-16,86.81637872807194
2008-12-17,86.39044138813225
2008-12-18,87.08130023068674
2008-12-19,87.67135240150704
2008-12-22,86.914548898799
2008-12-23,87.74896404147019
2008-12-24,88.36120983195327
2008-12-25,88.47750705881464
2008-12-26,87.87341079410102
2008-12-29,87.19358083344396
2008-12-30,86.78228080501407
2008-12-31,87.25908493010316
2009-01-01,86.50515905426698
2009-01-02,86.89411766311464
2009-01-05,85.91075585193734
2009-01-06,85.77545990237722
2009-01-07,85.89462093036333
2009-01-08,87.93322306381555
2009-01-09,86.82681221846038
2009-01-12,88.07395711478061
2009-01-13,88.2298149211862
2009-01-14,88.60447245547806
2009-01-15,88.7348580897343
2009-01-16,89.13991880990955
2009-01-19,89.0419183463226
2009-01-20,90.30554968219077
2009-01-21,89.948551102949
2009-01-22,90.94806652563157
2009-01-23,90.42783521295415
2009-01-26,90.40820149238054
2009-01-27,89.52859543042062
2009-01-28,89.94603045256626
2009-01-29,91.21480032065968
2009-01-30,91.1802579205263
2009-02-02,91.04284237283673
2009-02-03,90.12073156853609
2009-02-04,89.95736212101401
2009-02-05,88.64481082973049
2009-02-06,87.91441563895478
2009-02-09,88.13404559703014
2009-02-10,89.27081249373612
2009-02-11,91.70448768105501
2009-02-12,91.22972639325724
2009-02-13,92.50801463689113
2009-02-16,92.75398935467159
2009-02-17,92.6541495485883
2009-02-18,93.06643146459788
2009-02-19,93.15369777854602
2009-02-20,93.28376810171468
2009-02-23,92.95726897817362
2009-02-24,91.76961047383362
2009-02-25,90.47264118151101
2009-02-26,91.06488406119105
2009-02-27,90.85909287840401
2009-03-02,90.38059148829336
2009-03-03,90.41969435496394
2009-03-04,91.13352036178654
2009-03-05,91.32112578304007
2009-03-06,90.78873332247925
2009-03-09,91.87920795592123
2009-03-10,93.29335097561749
2009-03-11,93.76335837140078
2009-03-12,94.66331859688385
2009-03-13,95.81451464506998
2009-03-16,96.87725847764548
2009-03-17,97.4753645753834
2009-03-18,98.06256621769924
2009-03-19,98.5799820470405
2009-03-20,97.59746652089538
2009-03-23,98.2804306303728
2009-03-24,97.06354567112625
2009-03-25,96.37143087314489
2009-03-26,97.60019702276746
2009-03-27,98.4128149595849
2009-03-30,99.84088853943497
2009-03-31,99.61999576398959
2009-04-01,98.57595418575006
2009-04-02,98.38689596365039
2009-04-03,98.51648669301301
2009-04-06,98.62477201410671
2009-04-07,99.72206073723717
2009-04-08,99.41722829901285
2009-04-09,99.7836175664008
2009-04-10,98.89063586187062
2009-04-13,99.34730398673487
2009-04-14,99.38521773737187
2009-04-15,98.7183158500501
2009-04-16,98.53327463356182
2009-04-17,98.39659403423832
2009-04-20,98.18030611280362
2009-04-21,99.87260566844171
2009-04-22,99.81489151586673
2009-04-23,99.62020113774075
2009-04-24,97.69966210879274
2009-04-27,96.91175458263704
2009-04-28,96.70520141401089
2009-04-29,96.11435438789489
2009-04-30,97.41174281872385
2009-05-01,97.2943026744052
2009-05-04,98.52075824608225
2009-05-05,98.61294155773867
2009-05-06,98.68238482685916
2009-05-07,98.6343515189766
2009-05-08,98.67263437596782
2009-05-11,100.32359545404087
2009-05-12,98.1831721348198
2009-05-13,96.37763671926749
2009-05-14,95.91802218467578
2009-05-15,95.96498153093418
2009-05-18,96.62682610552783
2009-05-19,97.09392820656889
2009-05-20,96.77611731985327
2009-05-21,97.74689975403463
2009-05-22,98.73782414652513
2009-05-25,98.94453711321705
2009-05-26,99.88383927588762
2009-05-27,100.1767716264305
2009-05-28,99.68178959834981
2009-05-29,100.37658271849867
2009-06-01,100.51694482408638
2009-06-02,100.55362440862153
2009-06-03,101.99884064149566
2009-06-04,99.69894196127828
2009-06-05,98.40694599732274
2009-06-08,97.3435829470932
2009-06-09,97.04419607414917
2009-06-10,96.84510687276487
2009-06-11,95.50916006279952
2009-06-12,94.65753408456288
2009-06-15,93.92376730795065
2009-06-16,96.16410169208507
2009-06-17,97.84975288865449
2009-06-18,97.5041249879069
2009-06-19,97.203948011999
2009-06-22,96.18799458874702
2009-06-23,94.50252922215668
2009-06-24,94.43146818170115
2009-06-25,93.57822659272662
2009-06-26,93.53616518463252
2009-06-29,92.16494142993764
2009-06-30,91.53597039776844
2009-07-01,91.69690164256104
2009-07-02,92.04716683818725
2009-07-03,92.44353728902163
2009-07-06,91.32940308900965
2009-07-07,92.10239879782466
2009-07-08,91.44081032193237
2009-07-09,92.0216622875445
2009-07-10,92.04482305066317
2009-07-13,90.88747551895581
2009-07-14,90.64824743426327
2009-07-15,90.99377968641758
2009-07-16,91.55458117870349
2009-07-17,91.46489909023964
2009-07-20,92.83107231693587
2009-07-21,93.75206387080182
2009-07-22,93.55791986692435
2009-07-23,94.25660238912549
2009-07-24,96.02856402871075
2009-07-27,97.8585148957267
2009-07-28,96.76364777982262
2009-07-29,95.95397523271443
2009-07-30,97.3440877476688
2009-07-31,96.4094633763268
2009-08-03,95.2456847082565
2009-08-04,94.84251582683376
2009-08-05,95.25340292541416
2009-08-06,95.19480435719329
2009-08-07,94.64473956674804
2009-08-10,94.07682841097358
2009-08-11,93.47864382575523
2009-08-12,92.73765562443884
2009-08-13,94.79211079851574
2009-08-14,95.09245076164791
2009-08-17,95.92636369555483
2009-08-18,95.51771113022491
2009-08-19,95.38360842574774
2009-08-20,94.77602490513644
2009-08-21,92.46335181216294
2009-08-24,91.29934269460007
2009-08-25,89.78222647993694
2009-08-26,87.92469912221235
2009-08-27,86.96779331127125
2009-08-28,88.09446416971625
2009-08-31,88.08850039592072
2009-09-01,89.20069751936789
2009-09-02,89.57931752546739
2009-09-03,90.27595361384572
2009-09-04,89.54225498720633
2009-09-07,90.01836367272193
2009-09-08,90.6722698152132
2009-09-09,90.21132314448934
2009-09-10,90.7214928130984
2009-09-11,91.24027842687968
2009-09-14,90.79968780843147
2009-09-15,89.8731170842173
2009-09-16,88.90444017104576
2009-09-17,89.00848213089778
2009-09-18,89.31538927933347
2009-09-21,88.68026054093576
2009-09-22,88.73378550566368
2009-09-23,89.24487213427341
2009-09-24,89.79932868956067
2009-09-25,91.15793676437681
2009-09-28,92.29704152873937
2009-09-29,91.46011321023927
2009-09-30,92.95946453688825
2009-10-01,92.52681173505171
2009-10-02,93.47778006614985
2009-10-05,93.57079892137844
2009-10-06,93.2399328932549
2009-10-07,91.69310148050101
2009-10-08,91.57682133907615
2009-10-09,90.2691346913202
2009-10-12,91.1300761993081
2009-10-13,92.47815187195808
2009-10-14,91.81672789714074
2009-10-15,92.11152212862235
2009-10-16,91.51454458962755
2009-10-19,91.00472943294497
2009-10-20,91.70546248401888
2009-10-21,91.70436479399098
2009-10-22,93.25710868636526
2009-10-23,92.86583360300423
2009-10-26,93.77992607676237
2009-10-27,93.89935133696702
2009-10-28,94.64140413133622
2009-10-29,94.27556120191804
2009-10-30,94.26461602436076
2009-11-02,94.19496331883549
2009-11-03,92.39705370392306
2009-11-04,93.67715260336554
2009-11-05,94.95021230698353
2009-11-06,96.12034792227321
2009-11-09,99.35006709387372
2009-11-10,102.490119612613
2009-11-11,101.56117770154715
2009-11-12,102.314161016824
2009-11-13,100.8324968681042
2009-11-16,100.79989721187022
2009-11-17,99.39241568888427
2009-11-18,102.92048595239619
2009-11-19,103.66216580406154
2009-11-20,103.0786018347455
2009-11-23,105.73863524316059
2009-11-24,100.7129588332656
2009-11-25,96.25774111853413
2009-11-26,97.87955542608039
2009-11-27,97.92800901678159
2009-11-30,98.38773333836937
2009-12-01,95.47205207205194
2009-12-02,95.34319943474945
2009-12-03,99.56572154226956
2009-12-04,101.30659816393457
2009-12-07,101.60115751947703
2009-12-08,100.5380643474933
2009-12-09,99.58371011969608
2009-12-10,94.93722689386288
2009-12-11,95.39804135298631
2009-12-14,97.11160693631382
2009-12-15,93.71736237478957
2009-12-16,92.28321793929538
2009-12-17,89.88259458526079
2009-12-18,87.91601881975858
2009-12-21,87.94599145537832
2009-12-22,83.92536157502492
2009-12-23,84.99844376403013
2009-12-24,86.35058644090768
2009-12-25,85.80188797996477
2009-12-28,81.16695737124357
2009-12-29,79.33671229543346
2009-12-30,81.45458412914272
2009-12-31,76.55108567567325
2010-01-01,75.9031237660706
2010-01-04,73.89188227708297
2010-01-05,75.15132809425768
2010-01-06,73.97895282292734
2010-01-07,74.57823337251331
2010-01-08,75.45056122177522
2010-01-11,78.50201586124645
2010-01-12,78.08606074114056
2010-01-13,78.67018710346927
2010-01-14,76.07225233955965
2010-01-15,78.02984921616688
2010-01-18,76.66808331281891
2010-01-19,75.6625814130623
2010-01-20,75.56210688139679
2010-01-21,72.94153802080909
2010-01-22,73.24894775318603
2010-01-25,74.76547508048947
2010-01-26,75.18686178687965
2010-01-27,72.53769177470421
2010-01-28,72.27933615336168
2010-01-29,73.4100015458236
2010-02-01,70.37345505617675
2010-02-02,68.66787494796843
2010-02-03,69.94919218346696
2010-02-04,70.30802201585848
2010-02-05,70.89009567180017
2010-02-08,73.79496044877496
2010-02-09,74.49878129204434
2010-02-10,75.52392853819748
2010-02-11,80.10814768193478
2010-02-12,79.66460041474284
2010-02-15,78.20983224338954
2010-02-16,78.88484272814682
2010-02-17,79.58531976674678
2010-02-18,78.60052464824605
2010-02-19,76.76723073363009
2010-02-22,80.71035282639532
2010-02-23,81.22595040486442
2010-02-24,79.85808434335446
2010-02-25,81.41887982478222
2010-02-26,81.15512664959589
2010-03-01,80.63627912667107
2010-03-02,81.57373371400595
2010-03-03,79.21658623343536
2010-03-04,79.7679747068222
2010-03-05,83.1345599997883
2010-03-08,83.92306258887508
2010-03-09,83.16008346820901
2010-03-10,82.16657198817387
2010-03-11,81.35832083875314
2010-03-12,80.83624716658603
2010-03-15,80.09851573497544
2010-03-16,81.66469660703096
2010-03-17,78.53699879230716
2010-03-18,79.97682114389815
2010-03-19,79.24364833287909
2010-03-22,79.83802431636317
2010-03-23,77.81341492547597
2010-03-24,80.05942028857847
2010-03-25,82.21966346303259
2010-03-26,83.9073469110112
2010-03-29,81.08335339718191
2010-03-30,82.51002387990108
2010-03-31,83.18006448336065
2010-04-01,80.22029290989707
2010-04-02,80.11014586697722
2010-04-05,80.68893454131909
2010-04-06,81.61584819184414
2010-04-07,81.86678993153276
2010-04-08,82.32511036168268
2010-04-09,84.97252359818701
2010-04-12,87.22763236765428
2010-04-13,81.81578960955002
2010-04-14,81.17709256271732
2010-04-15,80.81516135735659
2010-04-16,77.6876385245876
2010-04-19,77.78389463850021
2010-04-20,79.88823754765754
2010-04-21,77.93177497446169
2010-04-22,78.44615093166529
2010-04-23,76.81363094296444
2010-04-26,75.620661744541
2010-04-27,78.05898224569614
2010-04-28,77.6871773893069
2010-04-29,78.05470262797044
2010-04-30,76.71373218311973
2010-05-03,78.10313206986449
2010-05-04,78.5768300002001
2010-05-05,78.46907462792807
2010-05-06,78.92477465469287
2010-05-07,77.90778006537506
2010-05-10,78.81094381443094
2010-05-11,78.59771928476623
2010-05-12,78.47393952934883
2010-05-13,78.13773187722143
2010-05-14,77.73756521252416
2010-05-17,78.2770775187875
2010-05-18,78.49422719167099
2010-05-19,79.00694079200134
2010-05-20,79.02820288239835
2010-05-21,79.44033622859764
2010-05-24,79.1544245933329
2010-05-25,80.86829585051179
2010-05-26,79.70708573161144
2010-05-27,80.69086785285887
2010-05-28,81.76940079427268
2010-05-31,81.1421973915948
2010-06-01,82.89874945704702
2010-06-02,83.71169212622512
2010-06-03,84.51315833893413
2010-06-04,84.5653162838298
2010-06-07,84.42164261566965
2010-06-08,84.28443863921939
2010-06-09,84.62583538184495
2010-06-10,85.78393499111559
2010-06-11,85.96129974070378
2010-06-14,85.25417101074082
2010-06-15,85.95116858362864
2010-06-16,86.73309823105463
2010-06-17,87.30202866247167
2010-06-18,87.95015077228821
2010-06-21,87.75618444066414
2010-06-22,87.01986255561339
2010-06-23,86.33930353551271
2010-06-24,85.04524687020603
2010-06-25,85.26589645385569
2010-06-28,85.22870013040763
2010-06-29,84.90499475476612
2010-06-30,82.59565963679545
2010-07-01,81.65665092846541
2010-07-02,82.5551375344751
2010-07-05,82.06720304935712
2010-07-06,82.3763115688706
2010-07-07,81.32954478457555
2010-07-08,82.47176782141283
2010-07-09,82.38861629588612
2010-07-12,82.64382280748436
2010-07-13,84.50991106342758
2010-07-14,85.75976977591561
2010-07-15,85.54182370714175
2010-07-16,85.09363183100186
2010-07-19,84.86215824880382
2010-07-20,85.30205457029197
2010-07-21,85.24730037786158
2010-07-22,84.95943650144041
2010-07-23,86.17582338866988
2010-07-26,86.11319637587863
2010-07-27,88.03583299598247
2010-07-28,88.14238725943488
2010-07-29,89.67350927112034
2010-07-30,90.00848406877329
2010-08-02,90.86321447164097
2010-08-03,90.27499300534525
2010-08-04,89.58119366829314
2010-08-05,90.00285583896245
2010-08-06,90.87950734730306
2010-08-09,90.94610740587966
2010-08-10,89.8789722748748
2010-08-11,88.76238447168791
2010-08-12,87.60429032438304
2010-08-13,86.18358209364789
2010-08-16,86.30317766191183
2010-08-17,87.25625655575911
2010-08-18,87.27592766528659
2010-08-19,85.46166842333938
2010-08-20,85.33781026687701
2010-08-23,85.23664910120684
2010-08-24,86.97224147452617
2010-08-25,85.81317312956261
2010-08-26,85.52708880334875
2010-08-27,86.94746877869018
2010-08-30,87.34870467672016
2010-08-31,87.84581698874754
2010-09-01,87.97195775472974
2010-09-02,88.27773797409296
2010-09-03,88.96009155718937
2010-09-06,88.3133350024758
2010-09-07,89.08047473886865
2010-09-08,87.96321319696641
2010-09-09,88.26764890941772
2010-09-10,88.44799828809299
2010-09-13,87.96539949320032
2010-09-14,87.97752432146436
2010-09-15,87.49232781808371
2010-09-16,86.64130494740662
2010-09-17,86.3827066793474
2010-09-20,85.51638303851345
2010-09-21,85.80783367909588
2010-09-22,84.91028258374631
2010-09-23,85.51355771099645
2010-09-24,84.5939869460891
2010-09-27,84.17217356104979
2010-09-28,83.7063316379766
2010-09-29,84.79090321280685
2010-09-30,85.08590496520817
2010-10-01,84.94575522460892
2010-10-04,85.37706604530752
2010-10-05,83.72340798280301
2010-10-06,83.71877054003886
2010-10-07,85.34399841851031
2010-10-08,85.48089228731654
2010-10-11,85.56589412361335
2010-10-12,86.04051410006407
2010-10-13,86.80230148728744
2010-10-14,85.20933832108516
2010-10-15,83.8950593206416
2010-10-18,84.09154042884943
2010-10-19,83.5548419807776
2010-10-20,84.62695749882893
2010-10-21,83.9705067134586
2010-10-22,80.39684542428529
2010-10-25,78.11480212399388
2010-10-26,73.4582057539479
2010-10-27,73.0187559336713
2010-10-28,72.65517108272567
2010-10-29,71.91808397548509
2010-11-01,73.58759770099813
2010-11-02,75.49474770098722
2010-11-03,75.1486447188146
2010-11-04,71.63359849506843
2010-11-05,72.55433305016929
2010-11-08,73.38664354578833
2010-11-09,73.827042963641
2010-11-10,75.37882508092827
2010-11-11,73.40602831815477
2010-11-12,76.66587250549178
2010-11-15,74.99826457700979
2010-11-16,76.18354492402142
2010-11-17,73.33989126697954
2010-11-18,71.79077442790103
2010-11-19,74.16931130977999
2010-11-22,73.68209876104696
2010-11-23,74.99640173246671
2010-11-24,75.32606450575817
2010-11-25,75.08898024724849
2010-11-26,77.31636131615075
2010-11-29,76.8495383563096
2010-11-30,73.82885057284237
2010-12-01,72.47208921167702
2010-12-02,73.29671946799233
2010-12-03,73.87671685889359
2010-12-06,71.30803650503859
2010-12-07,70.1194691866305
2010-12-08,69.1678698391845
2010-12-09,68.55527165034758
2010-12-10,66.45107539118112
2010-12-13,65.4818754818187
2010-12-14,64.38436018047175
2010-12-15,65.43407616665455
2010-12-16,66.55604132764824
2010-12-17,66.286828177099
2010-12-20,65.6612696579475
2010-12-21,65.80895979717316
2010-12-22,64.58059080430536
2010-12-23,62.91536115171661
2010-12-24,61.5729177255284
2010-12-27,60.66624927052243
2010-12-28,59.080270635558435
2010-12-29,59.2420635344592
2010-12-30,60.152454442242615
2010-12-31,58.03531617881435
2011-01-03,58.01882154096087
2011-01-04,57.689780595136654
2011-01-05,58.077092570276925
2011-01-06,58.01187572919136
2011-01-07,56.135061428856886
2011-01-10,54.54844667986562
2011-01-11,54.538107195232946
2011-01-12,55.742555372263716
2011-01-13,53.04217379025048
2011-01-14,53.40324916834327
2011-01-17,54.77653978340465
2011-01-18,54.54629545963974
2011-01-19,55.16575223448278
2011-01-20,54.27169500271668
2011-01-21,54.08369474519389
2011-01-24,52.14126510654512
2011-01-25,49.473168232084205
2011-01-26,50.46995481981073
2011-01-27,49.3443274836918
2011-01-28,48.81028632879725
2011-01-31,47.301149806667894
2011-02-01,45.8149015905263
2011-02-02,45.601396714928946
2011-02-03,44.836134454655976
2011-02-04,45.17345206138261
2011-02-07,45.58819544345129
2011-02-08,45.87336141544751
2011-02-09,46.07667914309338
2011-02-10,47.66775493199446
2011-02-11,46.5198288371052
2011-02-14,46.42458438027659
2011-02-15,47.5586803412392
2011-02-16,48.86231830908662
2011-02-17,47.31471171508045
2011-02-18,46.950609771287624
2011-02-21,48.33720989092752
2011-02-22,48.8407718541852
2011-02-23,49.01038940830256
2011-02-24,48.73485655253179
2011-02-25,48.283708503491724
2011-02-28,48.55079381559208
2011-03-01,48.240934542107524
2011-03-02,48.15528344007191
2011-03-03,48.19838459751818
2011-03-04,47.443386654585865
2011-03-07,47.96306313046302
2011-03-08,51.10314073804347
2011-03-09,49.098515076301226
2011-03-10,49.40908442447339
2011-03-11,48.54714525174478
2011-03-14,49.12792593376462
2011-03-15,49.1371727851625
2011-03-16,49.9276449717294
2011-03-17,51.195623354470335
2011-03-18,51.37020012637802
2011-03-21,52.62437173949825
2011-03-22,49.931604032473075
2011-03-23,51.67024237292612
2011-03-24,52.05563667112575
2011-03-25,53.26284526874762
2011-03-28,51.80594833832872
2011-03-29,50.82304673613033
2011-03-30,50.944116187208316
2011-03-31,50.88231041511073
2011-04-01,51.15796041800414
2011-04-04,52.35205163448678
2011-04-05,50.311485144148314
2011-04-06,51.3603144924178
2011-04-07,51.32664884482889
2011-04-08,51.053741182047375
2011-04-11,49.38296322731581
2011-04-12,49.8918856712
2011-04-13,47.266131779065404
2011-04-14,47.90651269335683
2011-04-15,47.25245296476693
2011-04-18,47.29298044537518
2011-04-19,47.25639659240727
2011-04-20,47.79835868009892
2011-04-21,47.73454509195996
2011-04-22,47.43918339881158
2011-04-25,47.22926767149678
2011-04-26,47.81759042719389
2011-04-27,48.07745157352298
2011-04-28,47.91945624802301
2011-04-29,47.82935539222998
2011-05-02,47.14289608745466
2011-05-03,47.33293011535293
2011-05-04,46.568751025123035
2011-05-05,46.9172648765826
2011-05-06,46.990867348660316
2011-05-09,48.07969891853989
2011-05-10,47.599245333972206
2011-05-11,47.569843651957704
2011-05-12,48.40211097049014
2011-05-13,48.96732232643494
2011-05-16,48.6633792622429
2011-05-17,48.783652021182895
2011-05-18,48.801757758427364
2011-05-19,48.94918635664451
2011-05-20,48.6442212704816
2011-05-23,48.6203031495164
2011-05-24,47.90851289644618
2011-05-25,47.98661846379753
2011-05-26,48.20808127178137
2011-05-27,48.12154218482555
2011-05-30,47.40943812270569
2011-05-31,47.871208859278966
2011-06-01,48.05330311943333
2011-06-02,47.74158691438692
2011-06-03,47.63194352728036
2011-06-06,46.97783093543343
2011-06-07,46.541238814001126
2011-06-08,46.32163445347888
2011-06-09,46.87895185299355
2011-06-10,46.61294211773613
2011-06-13,46.91229822781779
2011-06-14,46.690720291166194
2011-06-15,46.81672461861164
2011-06-16,46.77068526131161
2011-06-17,47.17473223958351
2011-06-20,46.95346973729974
2011-06-21,46.27724136257115
2011-06-22,45.69296213434703
2011-06-23,45.47991032916765
2011-06-24,44.962120671188
2011-06-27,45.152637483193686
2011-06-28,44.970187995549374
2011-06-29,46.00683105279174
2011-06-30,45.2735152692927
2011-07-01,45.376690352466994
2011-07-04,44.91144100651848
2011-07-05,44.718288257500014
2011-07-06,44.79385756883395
2011-07-07,43.835785772432295
2011-07-08,43.949466689092525
2011-07-11,44.76262185197867
2011-07-12,44.58694266763629
2011-07-13,44.71228011827431
2011-07-14,45.16330718078412
2011-07-15,45.1092775821075
2011-07-18,44.878128554046135
2011-07-19,43.93885710381963
2011-07-20,44.22136448810448
2011-07-21,44.18966213342932
2011-07-22,43.78424690244808
2011-07-25,43.8520953399369
2011-07-26,43.6262670190601
2011-07-27,43.42426770112768
2011-07-28,43.68913935751307
2011-07-29,43.155298449102524
2011-08-01,43.5998444718716
2011-08-02,43.04296801264393
2011-08-03,42.78934468790045
2011-08-04,43.58928798992638
2011-08-05,44.07162342589116
2011-08-08,44.12782647059304
2011-08-09,43.752798503454436
2011-08-10,43.54986510758138
2011-08-11,43.595379721962786
2011-08-12,43.62620137468584
2011-08-15,43.60411173609204
2011-08-16,43.60676480721857
2011-08-17,43.53385114058575
2011-08-18,42.959834029529816
2011-08-19,42.7657351608851
2011-08-22,43.15212957294154
2011-08-23,42.61278850407816
2011-08-24,42.5515149833546
2011-08-25,42.23805936006449
2011-08-26,42.297417846082574
2011-08-29,42.15722091623888
2011-08-30,42.76492362054248
2011-08-31,42.98525579546263
2011-09-01,42.47068087705011
2011-09-02,42.75596283734596
2011-09-05,42.459092277768875
2011-09-06,42.243105500174096
2011-09-07,42.38347944644063
2011-09-08,42.201858349649456
2011-09-09,42.57440000484747
2011-09-12,42.278846750193246
2011-09-13,42.04710643200641
2011-09-14,41.801851468838144
2011-09-15,41.59367160504997
2011-09-16,42.04273484447275
2011-09-19,42.308175699114756
2011-09-20,43.01246599293597
2011-09-21,43.95952774719835
2011-09-22,43.54880262835533
2011-09-23,43.59313960592886
2011-09-26,43.12651148674803
2011-09-27,42.825872639682245
2011-09-28,42.58665253131656
2011-09-29,42.1782165064199
2011-09-30,41.77577697315679
2011-10-03,41.73355563159128
2011-10-04,41.27102875008358
2011-10-05,41.61540058431264
2011-10-06,41.27060618166015
2011-10-07,42.39585702404949
2011-10-10,41.94084866243919
2011-10-11,41.972297046668466
2011-10-12,40.75636094176264
2011-10-13,42.2831819912496
2011-10-14,43.303514345668695
2011-10-17,43.55140133534229
2011-10-18,42.24176323051051
2011-10-19,42.40286183585028
2011-10-20,41.33263294588177
2011-10-21,42.65122267831054
2011-10-24,43.38261194740962
2011-10-25,43.437566480595144
2011-10-26,41.13129741319505
2011-10-27,40.21534937550562
2011-10-28,40.79559712520253
2011-10-31,41.866142280955366
2011-11-01,42.86664605021265
2011-11-02,41.35342142697142
2011-11-03,41.59439700917373
2011-11-04,42.500557063782935
2011-11-07,40.94034581632345
2011-11-08,40.898911756321674
2011-11-09,41.11211385156714
2011-11-10,40.80616975850813
2011-11-11,39.140536356833735
2011-11-14,38.827913319403585
2011-11-15,38.51642229046398
2011-11-16,38.35871381172323
2011-11-17,37.85337142382807
2011-11-18,37.45402780343217
2011-11-21,37.38989649697847
2011-11-22,37.72478985622918
2011-11-23,37.44102997891511
2011-11-24,37.07329717567732
2011-11-25,37.11773468635746
2011-11-28,35.5487278355291
2011-11-29,35.89448680052545
2011-11-30,35.863964030451164
2011-12-01,35.86528622825603
2011-12-02,36.60239871999811
2011-12-05,35.030529334968946
2011-12-06,33.51063020696824
2011-12-07,33.685289267795405
2011-12-08,33.65178215671222
2011-12-09,33.74997820448767
2011-12-12,33.37985364067349
2011-12-13,33.84400441918017
2011-12-14,34.5181862098271
2011-12-15,34.85926078399196
2011-12-16,34.63032744754026
2011-12-19,33.030168384541675
2011-12-20,33.56698880167173
2011-12-21,34.45456154887523
2011-12-22,34.918412991060926
2011-12-23,34.219022289941854
2011-12-26,34.702064230830885
2011-12-27,35.33711316693078
2011-12-28,36.54206819714544
2011-12-29,35.81294601012122
2011-12-30,35.604723103283675
2012-01-02,36.16586820989556
2012-01-03,36.1813316801728
2012-01-04,35.27132231136205
2012-01-05,35.56540411484524
2012-01-06,35.99188034284429
2012-01-09,36.03153304220561
2012-01-10,36.176059918046704
2012-01-11,35.94016057426766
2012-01-12,37.099743003985985
2012-01-13,36.339792492103804
2012-01-16,35.84219581793118
2012-01-17,35.8208371588167
2012-01-18,36.49118004320392
2012-01-19,35.27654585893484
2012-01-20,34.24329223377906
2012-01-23,32.711435102478006
2012-01-24,32.707593968852585
2012-01-25,31.8842661210714
2012-01-26,31.588585482787924
2012-01-27,32.02572740639126
2012-01-30,31.549463374915497
2012-01-31,31.684182315379662
2012-02-01,31.449387311240898
2012-02-02,31.89215120221153
2012-02-03,32.200991090164614
2012-02-06,31.68689642986258
2012-02-07,31.542836732931896
2012-02-08,32.250082568453166
2012-02-09,32.50374958742505
2012-02-10,31.491480302212928
2012-02-13,31.92322395387339
2012-02-14,31.142768220434068
2012-02-15,32.10098614400999
2012-02-16,32.80653436777896
2012-02-17,32.98921844878818
2012-02-20,33.076040195545396
2012-02-21,32.89636408107503
2012-02-22,33.36421407515503
2012-02-23,33.064847428519165
2012-02-24,33.20917657615731
2012-02-27,33.82540991741102
2012-02-28,33.38101513050716
